Date,adj_close
2012-01-31,102.87010192871094
2012-02-29,107.3352279663086
2012-03-31,110.78751373291016
2012-04-30,110.0479507446289
2012-05-31,103.43891906738281
2012-06-30,107.63665008544922
2012-07-31,108.90988159179688
2012-08-31,111.63838958740234
2012-09-30,114.46849060058594
2012-10-31,112.3853530883789
2012-11-30,113.02144622802734
2012-12-31,114.03125
2013-01-31,119.86854553222656
2013-02-28,121.39790344238281
2013-03-31,126.00756072998047
2013-04-30,128.42843627929688
2013-05-31,131.46055603027344
2013-06-30,129.70628356933594
2013-07-31,136.40914916992188
2013-08-31,132.31788635253906
2013-09-30,136.50527954101562
2013-10-31,142.8263702392578
2013-11-30,147.0594482421875
2013-12-31,150.87222290039062
2014-01-31,145.55421447753906
2014-02-28,152.17921447753906
2014-03-31,153.44158935546875
2014-04-30,154.5082550048828
2014-05-31,158.0938720703125
2014-06-30,161.35769653320312
2014-07-31,159.18946838378906
2014-08-31,165.4716339111328
2014-09-30,163.18869018554688
2014-10-31,167.03199768066406
2014-11-30,171.6206817626953
2014-12-31,171.185302734375
2015-01-31,166.1132049560547
2015-02-28,175.4495849609375
2015-03-31,172.69398498535156
2015-04-30,174.39224243164062
2015-05-31,176.63429260253906
2015-06-30,173.0464630126953
2015-07-31,176.95542907714844
2015-08-31,166.1699981689453
2015-09-30,161.9300079345703
2015-10-31,175.70367431640625
2015-11-30,176.34588623046875
2015-12-31,173.2982177734375
2016-01-31,164.67030334472656
2016-02-29,164.53431701660156
2016-03-31,175.60186767578125
2016-04-30,176.29393005371094
2016-05-31,179.29299926757812
2016-06-30,179.91615295410156
2016-07-31,186.47799682617188
2016-08-31,186.70127868652344
2016-09-30,186.7121124267578
2016-10-31,183.47508239746094
2016-11-30,190.23399353027344
2016-12-31,194.09036254882812
2017-01-31,197.56350708007812
2017-02-28,205.32611083984375
2017-03-31,205.582763671875
2017-04-30,207.62339782714844
2017-05-31,210.5535430908203
2017-06-30,211.8958740234375
2017-07-31,216.251220703125
2017-08-31,216.88218688964844
2017-09-30,221.2521514892578
2017-10-31,226.46575927734375
2017-11-30,233.38795471191406
2017-12-31,236.2184600830078
2018-01-31,249.531494140625
2018-02-28,240.4584503173828
2018-03-31,233.8673858642578
2018-04-30,235.07608032226562
2018-05-31,240.79054260253906
2018-06-30,242.17530822753906
2018-07-31,251.1470184326172
2018-08-31,259.16351318359375
2018-09-30,260.70440673828125
2018-10-31,242.68870544433594
2018-11-30,247.19032287597656
2018-12-31,225.4256591796875
2019-01-31,243.47451782226562
2019-02-28,251.366943359375
2019-03-31,255.91688537597656
2019-04-30,266.3715515136719
2019-05-31,249.3848114013672
2019-06-30,266.7386169433594
2019-07-31,270.771484375
2019-08-31,266.2378234863281
2019-09-30,271.4183654785156
2019-10-31,277.4179992675781
2019-11-30,287.4599914550781
2019-12-31,295.8122253417969
2020-01-31,295.69281005859375
2020-02-29,272.2840270996094
2020-03-31,238.28359985351562
2020-04-30,268.54168701171875
2020-05-31,281.33642578125
2020-06-30,286.3257141113281
2020-07-31,303.1880798339844
2020-08-31,324.349609375
2020-09-30,312.2048645019531
2020-10-31,304.4205017089844
2020-11-30,337.5343017578125
2020-12-31,350.0394287109375
2021-01-31,346.4723815917969
2021-02-28,356.1061706542969
2021-03-31,372.273193359375
2021-04-30,391.9703063964844
2021-05-31,394.5440368652344
2021-06-30,403.3926696777344
2021-07-31,413.2405090332031
2021-08-31,425.5384216308594
2021-09-30,405.7060546875
2021-10-31,434.1717529296875
2021-11-30,430.68328857421875
2021-12-31,450.6014404296875
2022-01-31,426.836181640625
2022-02-28,414.2372131347656
2022-03-31,429.8085021972656
2022-04-30,392.08465576171875
2022-05-31,392.9697265625
2022-06-30,360.56524658203125
2022-07-31,393.768798828125
2022-08-31,377.7022705078125
2022-09-30,342.7852478027344
2022-10-31,370.6452941894531
2022-11-30,391.2499694824219
2022-12-31,368.7030029296875
