rho,wGMV_1,wGMV_2,wSR_1,wSR_2
0.5,1.0072416063199474,-0.007241606319947346,-0.588402501421263,1.588402501421263
0.0,0.8070944599442009,0.19290554005579916,0.41766930216569265,0.5823306978343074
